Content,Sentiment
"['infobunni', 'ouch', 'realis', 'shelter', 'upbring']",sadness
"['believ', 'im', 'super', 'geek']",surprise
"['hey', 'im', 'back', 'msn', 'wont', 'work', 'darn', 'msn', 'haha', 'cant', 'stop', 'think', '3d', 'movi', 'haha']",happiness
"['oh', 'vote', 'dont', 'worri', 'alreadi', 'vote', '100000000000000000000000000000000000', 'time', 'earlier', 'lt3']",relief
"['tfa2431', 'awee', 'im', 'sorri', 'deep', 'u', 'know', 'love', 'ya']",worry
"['find', 'parent', 'put', 'dog', 'tomorrow', 'morn', 'upset']",anger
"['eric_john', 'sound', 'like', 'terrif', 'servic', 'im', 'sorri', 'hear', 'mom']",sadness
"['guy', 'say', 'want', 'spank']",worry
"['palm', 'pre', 'doesnt', 'record', 'video']",neutral
"['honest', 'home', 'alon']",sadness
"['daft_punk_robot', 'wtfwinter', 'isnt', 'due', 'til', 'monday', 'freez']",hate
"['watch', 'et', 'today', 'lt3', 'suppos', 'clip', 'new', 'moon', 'hate', 'drag', 'hell']",neutral
"['theellenshow', 'ellenwhi', 'get', 'lie', 'im', 'sad', 'rite']",sadness
"['star', 'son', 'hard', 'review', 'didnt', 'grab', 'instant', 'morn', 'delay', 'review', '2nd', 'listen', 'tomorrow']",sadness
"['talisaduhhh', 'miss', 'bein', '18']",sadness
"['get', 'fulli', 'deni', 'tonight', 'sleep', 'time', 'lnd', 'morn']",surprise
"['mrmarcusx', 'jst', 'wednesday']",sadness
"['go', 'stare', 'hello', 'kitti', 'face', '39']",empty
"['lysdeltellez', 'lose', 'pleas', 'help', 'find', 'good', 'home']",worry
"['gym', 'fun']",sadness
"['bad', 'life', 'get', 'u', 'werecount', 'church5050', 'raffl', 'answer', 'real', 'bad']",worry
"['meekorous', 'cute', 'dont', 'think', 'make', 'makerfair', 'sad']",worry
"['hopei91', 'lose', 'pleas', 'help', 'find', 'good', 'home']",worry
"['thekellanlutz', 'omg', 'want', 'go', 'hahaha']",happiness
"['meryreino', 'realli', 'awesomeim', 'mad', 'cuz', 'follow', 'r', 'goin', 'take', 'breath']",surprise
"['sit', 'home', 'cuz', 'plan', 'tonight', 'cancl', 'tomo', 'make', 'happi', 'ctc', 'txt']",relief
"['annadifilippo', 'fun', 'without', 'pasti', 'lt33']",happiness
"['reminiscesmith', 'im', '1800', 'lol']",fun
"['wish', 'naptim']",worry
"['robert_avalo', 'lucki', 'ass', 'bitch', 'stick', 'work']",empty
"['emmaautumn', 'ah', 'oliv', 'anooy', 'couldnt', 'come', 'one', 'twiiter', 'great', 'x']",neutral
"['vahevalarain', 'awe', 'suck', 'cant', 'tri', 'raffi', 'birthday', '20', 'lt3']",hate
"['mad', 'rain', 'get', 'menow', 'cant', 'go', 'see', 'jaiden']",worry
"['miss', 'newest', 'version', 'glade', 'debian']",worry
"['boredom', 'isnt', 'funwish', 'somebodi', 'hang', 'tonit']",worry
"['madamminni', 'skip', 'could', 'get', 'messi', 'rofl']",neutral
"['seagul', 'hate', 'im', 'utter', 'depress', 'miss']",sadness
"['cageyjam', 'nope', 'wont', 'although', 'sure', 'want', 'go']",worry
"['gloomi', 'hell', 'outsid', 'today']",worry
"['idk', 'cant', 'shit']",sadness
"['nerdatcoolt', 'cant', 'find']",neutral
"['sachis30stm', 'yeah', 'late', 'lol']",neutral
"['ladylogan', 'wish', 'couldbut', 'im', 'work', 'shes']",sadness
"['trent_reznorar', 'realli', 'tour', 'anymor', 'brother', 'tell', 'ill', 'miss', 'ur', 'concert']",worry
"['get', 'cofo', 'late', 'didnt', 'close', 'today', 'close', 'mondayback', 'meet', 'buyer', 'tonight', 'show', 'home']",sadness
"['craziier', 'msn']",neutral
"['apper', 'ea', 'know', 'copi', 'sim', '3', 'legit', 'upset']",anger
"['bore', 'couldnt', 'go', 'akon']",sadness
"['chris', 'sab', 'comm', 'esta', 'bitch']",sadness
"['tbirdj', 'oh', 'man', 'suck', 'im', 'sorri', 'doll']",worry
"['hummmmm', 'ohh', 'miss', 'much', 'realli', 'hope', 'nice', 'friend', 'like', 'us']",sadness
"['shanselman', 'first', 'impress', 'consider', 'slower', 'boot', '2008', 'beta1']",worry
"['sad', 'last', 'entranc', '2cal', 'academi', 'scienc', '4pm', 'zipcod', 'free', 'day']",worry
"['hole', 'twitter', 'thing', 'new', 'let', 'chang', 'pictur', 'stuvk', 'wee', 'stpid', 'thing']",worry
"['much', 'summer', 'hope', 'come', 'favor', 'noth', 'cancel', 'work', 'hard']",worry
"['maggit', 'tri', 'yesterday', 'say']",surprise
"['sorri', 'bad']",worry
"['markharr', 'youll', 'wait', 'loooong', 'time']",worry
"['colie5c', '300', 'later', 'feel', 'good', 'guilti']",happiness
"['ride', 'mope', 'mall', 'fun', 'stuff', 'flippin', 'gorgeous', 'im', 'sad', 'maeannett', 'sick']",sadness
"['santa', 'cruz', 'interview', 'jamba', 'tomorrow', 'morn']",sadness
['pack'],neutral
"['mellalici', 'call', 'stevi', 'reschedul', 'competit', 'yesterday', 'launch', 'sim', '3', 'luna', 'park', 'day', '6pm']",happiness
"['newbouldm', 'love', 'sausag', 'kitchenfir']",love
"['whoaohno', 'know', 'know', 'hug']",neutral
"['look', 'get', 'lunch', 'today', 'chees', 'empanada', 'tequeo', 'venezuelan', 'style', 'miss', 'soooo', 'much', 'httpyfrogcom14lyij']",love
['fmulder21'],neutral
"['missy721', 'exact', 'feel', 'right']",neutral
"['turn', 'laptop', 'im', 'scare', 'poor', 'babi']",worry
"['summer', 'yet', 'read', '6', 'book', '6', 'long', 'book']",sadness
"['wonder', 'anyon', 'would', 'care', 'die', 'tomorrow']",worry
"['night', 'twitterland', 'x', 'five', 'hour', 'sigh']",neutral
"['argh', 'noo', 'miss', 'killer', 'wossi', 'suck', 'miss', 'brandon', 'total', 'failur', 'anyon', 'know', 'repeat', 'must', 'investig']",sadness
"['best', 'mate', 'find', 'move', 'doesnt', 'understand', 'wan', 'na', 'someth', 'life', 'leav', 'go', 'uni']",relief
"['tayluvsbroadway', 'yeah', 'fail', 'time', 'accid', 'like', 'month', 'ago', 'almost', 'thing', 'bus', 'motorscoot']",worry
"['lizridley', 'get', 'text']",neutral
"['cadwaladr', 'omg', 'yes', 'get', 'readi', 'work', 'earli', 'tonight', 'payrol', 'distribut', 'duti']",happiness
"['work', 'tomorrow', 'sheli']",neutral
"['still', 'sick', 'think', 'name', 'puppi', 'june']",worry
"['would', 'lot', 'easier', 'get', 'plane', 'ticket', 'az', 'didnt', 'rais', '80', 'price']",hate
"['talk', 'best', 'friend', 'ureo', 'iphon', 'rio', 'de', 'janeiro', 'valentin', 'day', 'brazil', 'girlfriend', 'im']",neutral
"['audioprincess', 'ah', 'bad', 'time', 'hate', 'exam', 'feel', 'unprepar', 'time', 'well', 'suck', 'haha']",worry
"['blackberri', 'soon', 'approach', 'death']",worry
"['headach', 'killen']",worry
"['bore', 'gon', 'na', 'go', 'carniv', 'get', 'day', 'pass', 'tomorrow', 'excit', 'bore', 'today']",enthusiasm
"['miss', 'bbi', 'wish', 'go', 'tomorrow', 'make', 'good']",neutral
"['mcpattz', 'hope', 'u', 'enjoy', 'back', 'feel', 'much', 'better', 'godit', '120amhead', 'bed', 'godtoo', 'lategood', 'night']",worry
"['lucysieben', 'think', 'disgust']",sadness
"['tri', 'upload', 'custom', 'background', 'work']",worry
"['acho', 'q']",worry
"['cassetetap', 'shareee']",happiness
"['nessie_cullen10', 'wish', 'right']",neutral
"['thehypercub', 'touch', 'real', 'live', 'cube', 'hamilton', 'dealership', 'close', 'couldnt', 'sit', 'though']",hate
"['dress', 'go']",sadness
"['homework', 'friday', 'nightlam']",sadness
"['foxyoxymoron', 'would', 'supertarget', 'didnt']",neutral
"['werewolfembri', 'im', 'sorri']",worry
"['find', 'quotfriendquot', 'isnt', 'actual', 'hey', 'shit', 'happen']",sadness
"['ayebloodyright', 'mean', '2moz', 'im', 'workin', '71', 'baker', '64', 'later', 'pub']",sadness
"['see', 'gf', '5', 'day', 'row', 'hour', 'day', 'amazingjust', 'wish', 'locat', 'wasnt', 'hospit']",love
"['gettin', 'readi', 'head', 'back', 'chidont', 'wan', 'na', 'leav', 'indi', 'fb']",worry
"['lauradann', 'lose', 'pleas', 'help', 'find', 'good', 'home']",worry
"['miss', 'mrs', 'mcfox']",empty
"['wreck', 'get', 'real', 'sore', 'fault', 'didnt', 'insur', 'plan', 'go', 'wed', 'tonight']",sadness
"['kat_785', 'yeah', 'im', 'do', 'work', 'weekend', 'im', 'sooooo', 'bum']",sadness
"['saraht578', 'softwar', 'use', 'design', 'site', 'im', 'cs', 'student', 'current', 'hard', 'code', 'everyth', 'fastest', 'way']",worry
"['karamat', 'good', 'cholesterol', 'good', 'tumor']",neutral
"['break', 'fb', 'wed', 'sad', 'longer', 'excus', 'get', 'hauntingxealot', 'goulburn']",worry
"['work', 'earli']",worry
"['zachsang', 'like', 'like', '9', 'causee', 'im', 'babysit', 'haha', 'call', 'causee', 'im', 'kinda', 'bore', 'right']",enthusiasm
"['bore', 'noth']",neutral
"['yay', 'st', 'loui', 'traffic']",hate
"['think', 'shes', 'get', 'sick']",worry
"['sun', 'break', 'cloudsand', 'cover']",sadness
['orthodontisssttt'],worry
"['tri', 'fix', 'internet', 'connectionguess', 'prayer', 'answer', 'wont', 'studi', 'distract', 'ugh']",worry
"['itspreci', 'that', 'mean']",surprise
"['gawow', 'probabl', 'want', 'go', 'home']",neutral
"['jarnmang', 'hope', 'everyth', 'ok', 'burr', 'fix']",worry
"['abbefi', 'bummer', 'bad', 'experi']",worry
"['wait', 'put', 'stori', 'stereo', 'skylin', 'dont', 'know', 'put', 'boooo']",worry
"['thatkidkevin', 'phone', 'die']",worry
"['wowshaggi', 'ooft', 'pub', 'im', '2moro', 'backlog', 'peopl', 'call', 'work', 'finish', 'doubt', 'ill']",surprise
"['dont', 'want', 'ugli', 'anymor']",sadness
"['home', 'alon', 'hw']",empty
"['mamamikey', 'paramor', 'make', 'want', 'punch', 'babi', 'lol']",worry
"['jaredqu', 'get', 'go', 'home', 'im', '1030']",sadness
"['r', 'u', 'still', 'guess', 'want', 'talk']",worry
"['pictur', 'show']",neutral
"['last', 'day', 'school', 'last', 'concert', 'life', 'wow', 'say', 'emot', 'im', 'realli', 'gon', 'na', 'miss', 'mhs', 'graduat', 'practic', 'today']",sadness
"['say_stephani', 'im', 'piss', 'couldnt', 'make', 'instor', 'hot', 'topic', 'rockaway', 'mall', 'see', 'nicksantino', 'haha', 'wont']",sadness
"['im', 'pain', 'shit']",worry
"['spookygirl', 'great', 'project', 'wish', 'could', 'do', 'dd1', 'shes', 'old']",happiness
"['dougiemcfli', 'httptwitpiccom67uc7', 'awww', 'shame', 'flu', 'appar', 'realllli', 'good', 'stuff', 'good', 'luck', 'f']",happiness
"['june', 'gloom', 'seem', 'arriv', 'earli']",neutral
"['phone', 'dead', 'suck']",hate
"['adamschwab', 'oh', 'nosorri', 'hear']",worry
"['davejmatthew', 'slessard', 'wan', 'na', 'tonight']",neutral
"['marley', 'wont', 'watch', 'french', 'open', 'unless', 'hd', 'latest', 'polit', 'ad', 'httptinyurlcomlvsn76']",neutral
"['prayin', 'dad', 'wellington', 'fl', 'httplooptusf8_jqgt', 'via', 'furman27', 'live', 'welli', 'may', 'pray']",worry
"['look', 'exot', 'baddestnla', 'choke', 'dick', 'talk']",empty
"['kind', 'ofim', 'tri', 'make', 'sure', 'everyth', 'yet', 'still', 'look', 'boyhubbi', 'isnt', 'home', 'yet']",worry
"['miss', 'citi', 'leaveprici', 'pollut', 'panhandl']",sadness
"['realli', 'realli', 'cant', 'sleep', 'x']",neutral
"['love', 'mac', 'msn', 'doesnt', 'work', 'still']",sadness
"['ksdaisi', 'oh', 'sound', 'bedpoor', 'girl']",worry
"['foodphilosophi', 'serious', 'technolog', 'isnt', 'alway', 'friend', 'noth', 'like', 'doubl', 'research']",hate
"['currykidd', 'rofl', 'room', 'small', 'danc']",surprise
"['hve', 'blister', 'pinki', 'nd', 'hurt', 'soooo', 'much']",sadness
"['lose', '15', 'dollar', 'alway', 'lose', 'money']",sadness
"['twitter', 'stop', 'dick', 'let', 'chang', 'background', 'imag', 'imagin', 'shini', 'nhl', 'ring', 'background']",empty
"['jonasbroth', 'like', 'song', 'cant', 'say', 'one', 'guy', 'love', 'ya']",love
"['twinnikkib', 'late', 'im', 'alreadi', 'bus', 'goin', 'home', 'hell', 'u', 'talkin', 'drinkin', 'tea']",worry
"['hughsbeauti', 'yes', 'yes', 'inde', 'nut', 'like', 'though', 'rich', 'tut', 'x']",neutral
"['least', 'two', 'three', 'time', 'week', 'turn', 'tv', 'find', 'comedi', 'central', 'alreadi', 'endur', 'brief', 'moment', 'scrub']",happiness
"['stupid', 'storm', 'river', 'us', 'tonight']",hate
"['ce_ci', 'ewww', 'poor', 'wish', 'best', 'thank', 'god', 'rolland', 'garro', 'month', 'isnt', 'p']",happiness
"['emilyksalcedo', 'fly', 'home', 'london', 'ni', 'catch', 'famili', 'caption', 'show', 'everyon', 'go', 'bed', 'earli', 'leave']",love
"['ryansporn', 'dont', 'mad', 'pleas', 'puppi', 'dog', 'eye']",worry
"['take', 'cracker', 'doesnt', 'love']",worry
"['want', 'go', 'home']",neutral
"['allisonfelmet', 'what', 'wrong']",neutral
"['think', 'alreadi', 'regret', 'tell', 'rick', 'xbox', 'im', 'lose', 'twitter', 'still', 'want', 'jimbo', 'haha']",fun
"['xfrankiemonst', 'haha', 'lucki', 'havent', 'see', 'yet', 'fuck', 'suck']",surprise
"['passionmd', 'keep', 'think', 'food', 'make', 'tea']",neutral
"['littlelindseyyy', 'hate']",hate
"['nerak35', 'hello', '30stmfan', 'anoth', 'one', 'that', 'cool', 'dont', 'know', 'one', 'fan', 'person', 'via', 'net']",worry
"['loan', 'set', 'aerobar', 'team', 'mate', 'tomorrow', 'texa', 'cup', 'race', 'alkek', 'bum', 'wont']",love
"['im', 'feel', 'weather', 'today', 'sun']",neutral
"['hate', 'dryer']",neutral
"['allysonbrianna', 'well', 'yeah', 'mom', 'doesnt', 'wan', 'na', 'drive', 'way', 'sac', 'far', 'away']",sadness
"['himoverther', 'awww', 'poor', 'leg', 'send', 'virtual', 'hug', 'x']",sadness
"['mani', 'good', 'show', 'come', 'money', 'buy', 'ticket', 'fmfl', 'brand', 'new', 'troub']",sadness
"['head', 'chicago', 'cousin', 'wed', 'leav', '5pm', 'friday', 'horribl', 'idea', 'sit', 'stop', 'traffic']",hate
"['work', 'someth', 'excit', 'tweet', 'sever', 'month']",worry
"['chelseachas', 'car']",neutral
"['ericajo42', 'saynerd01', 'oh', 'look', 'new', 'hous', 'santa', 'barbara', 'httpi41tinypiccom2hi2t4yjpg', 'hahha', 'wish']",surprise
"['ldyoung', 'like', 'weird']",neutral
"['architeuth1', 'oh', 'fair', 'that', '9', 'hour']",worry
"['say', 'hi', 'doubl', 'take', 'amp', 'leave', 'damn', 'let', 'look', 'around', 'first']",surprise
"['night', 'applecor', 'light', 'dim', 'leav', 'chat', 'room']",neutral
"['day', 'jus', 'keep', 'get', 'better', 'better', 'fml']",enthusiasm
"['fuck', 'hate', 'goodby']",sadness
"['prayin', 'dad', 'wellington', 'fl', 'httplooptusf8_jqgt', 'via', 'furman27', 'live', 'welli', 'may', 'pray', 'f', 'httpbitlylb9sn']",happiness
"['work', 'until10']",neutral
"['bloodi', 'intrus', 'think', 'im', 'realli', 'go', 'bed']",neutral
"['phone', 'die', 'ttfn']",neutral
"['jeskamitch', 'hahah', 'best', 'thank', 'god', 'terri', 'laugh', 'hard', 'miss', 'rememb', 'race', 'truck']",love
"['eat', 'huge', 'set', 'appet', 'full']",fun
"['ceciliabedelia', 'know', 'lame']",neutral
"['unanticip', 'thunderstorm', 'quash', 'camp', 'trip']",worry
"['there', 'huge', 'bulldyk', 'eyein']",surprise
"['miss', 'play']",sadness
"['get', 'mark', 'bcit', 'death', 'swear']",worry
"['hate', 'say', 'cla', 'realli', 'press', 'confer', 'someth', 'today']",worry
"['loonyboi', 'rule', 'buy', 'second', 'game', 'full', 'price', 'lose', 'move']",happiness
"['britneyxsuck', 'hope', 'come']",neutral
"['burn', 'imovi', 'dvds', 'im', 'comput', 'get', 'replac']",empty
"['head', 'hurt']",sadness
"['shropshirepixi', 'opp', 'tri', 'keyboard', 'back', 'front', 'mac', 'pc', 'back', 'mad', 'realli', 'chef']",neutral
"['whatev', 'give', 'phone', 'die', 'anyway', 'next', 'time']",sadness
"['famili', 'realli', 'feel', 'peopl', 'wish', 'could', 'help', 'cant']",worry
"['punslingerr', 'love', 'jeopardi', 'take']",love
"['suewat', 'sorri', 'fail', 'grasp', 'mean']",sadness
"['get', 'home', 'work', 'look', 'forward', 'tomorrow', 'morn', 'oh', 'tomorrow', 'night', 'great']",worry
"['oy', 'im', 'nerdim', 'writin', '2', 'no1', 'cuz', 'no1', 'followin', 'mean', 'lik', 'sum1', 'account', 'delet', 'due', 'quotstrang', 'activitiesquot']",sadness
"['general', 'clean', 'hate', 'clean']",hate
"['feel', 'sick', 'hmph']",worry
"['oh', 'forget', 'weigh', 'dr', 'highest', 'weight', 'ever']",surprise
"['baffl', 'much', 'radio', 'shack', 'isnt', 'radio', 'shack', 'grow']",love
"['stacemichell', 'doubt', 'ill', 'get', 'one', 'honest']",worry
"['emmalovesheart', 'gross', 'haha', 'like', 'tiniest', 'piec', 'ever', 'tast', 'like', 'eat', 'whole', 'onion', 'eww']",neutral
"['dr00ness', 'wasnt', 'bf', 'time', 'omw', 'class', 'new', 'kaggra']",neutral
"['im', 'realli', 'nervous', 'give', 'speech', 'wed', 'tomorrow']",worry
"['xchristineannx', 'aww', 'im', 'sorri', 'boy', 'sick', 'ill', 'keep', 'finger', 'cross', 'tail', 'lol', 'stay', 'well', 'youself', 'get', 'better', 'boy']",sadness
"['paniccrew', 'still', 'michigan', 'show', 'where', 'love']",love
"['go', 'old', 'hous', 'finish', 'move']",neutral
"['spjwebster', 'wish', 'njwebster', 'come', 'guess', 'make', 'time', 'though']",fun
"['miss', 'sarah', 'babi', 'come', 'back', 'fuck', 'bbvag', 'smell']",hate
"['today', 'horribl', 'silly', 'caus', 'whole', 'lot', 'stress', 'head', 'ach', 'end', 'ruin', 'beauti', 'sunni', 'day']",worry
"['look', 'like', 'anoth', 'night', 'offic', 'lol']",sadness
"['stormsoo', 'much', '4', 'goin', 'ill', 'play', 'net', 'awhil']",worry
"['longest', 'flight', 'ever', 'particular', 'unpleas', 'uncomfort', 'realli', 'realli', 'long']",boredom
"['saw', 'thumb', 'play', 'virtua', 'tenni']",empty
"['ahhhhhhhh', 'omg', 'pridelin', 'get', 'talent', 'give', 'headach', 'wtf', 'omg', 'osn', 'make', 'stop', 'mommi', 'make', 'stop']",worry
"['peel', 'much', 'feel', 'bad']",worry
"['nkotb', 'guy', 'come', 'alabamayou', 'suppos', 'tonight', 'cancelledi', 'great', 'seat']",worry
"['livlovsmilegrn', 'happen', 'think', 'come', 'back', 'today']",worry
"['wake', 'upand', 'get', 'flu', 'httpplurkcompx2zp6']",worry
"['ok', 'back', 'pack', 'sit', 'car', 'charg', 'phone', 'charger', 'leave', 'home', 'well']",love
"['saragarth', 'thank', 'yooou', 'might', 'get', 'see', 'hm', 'xx']",worry
"['grype', 'noooo', 'littl', 'piggi', 'ill', 'vote', 'anyway', 'hmpf', 'need', 'hang', 'soon', 'pls', 'hug']",enthusiasm
"['cherylsayshi', 'think', 'like', 'realli', 'hot', 'room', 'hot', 'sleep']",worry
"['markymark7', 'omg', 'realli', 'sowwi', 'ill', 'p', 'tire', 'morn', 'p', 'lol']",worry
"['gosner', 'live', 'harlem', 'say', 'sure', 'far', 'pollut', 'part', 'nyc', 'ive', 'live']",worry
"['want', 'panic']",worry
"['carlahanton', 'yea', 'thank', 'link']",neutral
"['see', 'point', 'laugh', 'im', 'ugli']",sadness
"['home', 'alon', 'friday', 'night', 'doesnt', 'get', 'sadder', 'folk']",sadness
"['3', 'day', 'leave', 'school', 'bryce', 'tyler', 'that', '3', 'day', 'elementari']",worry
"['ew', 'traffic']",hate
"['hate', 'get', 'wast']",hate
"['grrrri', 'get', 'wrong', 'size', 'coat', 'sheep']",neutral
"['need', 'see', 'band', 'live', 'damn', 'blink', 'come', 'uk', 'year', 'anyon', 'wan', 'na', 'go', 'see', 'billi', 'bragg', 'colin', 'blunston']",sadness
"['realli', 'want', 'go', 'see', 'haha', 'tooo', 'cute']",enthusiasm
"['beer', 'amp', 'whiskey', 'awesom', 'work', '8', 'hour', 'sour']",neutral
"['jaz_paig', 'aww', 'hey', 'didnt', 'know', 'lol', 'im', 'sick', 'outti']",sadness
"['teemwilliam', 'michelleeeeeeeeeeeemybelleeeeeeeeeeeeeeeee', 'snif', 'snif']",sadness
"['faithl0veh0p', 'guess', 'cant', 'accept', 'meill', 'keep', 'movin']",worry
"['lesbiandad', 'realli', 'wish', 'could', 'make', '12', 'hr', 'drive', 'isnt', 'go', 'happen', 'weekend']",worry
"['miss', 'tim']",neutral
"['front', 'tv', 'wat', 'score', 'inning']",sadness
"['umassdilo', 'pe', 'aa', 'that', 'toss', 'mother', 'quotfunquot', 'time', 'deal', 'american', 'airlin', 'assum']",worry
"['ok', 'son', 'bath', 'gon', 'na', 'see', 'find', 'quick', 'quot', 'gon', 'na', 'miss', 'yall', 'weekend', 'im', 'alreadi', 'gettin', 'sad']",sadness
"['oh', 'dang', 'drag', 'hell', 'come', 'today', 'didnt', 'man', 'wish', 'rememb', 'would', 'go', 'see']",sadness
"['iimjacko', 'dear', 'hes', 'omgogmgo', 'u', 'didnt', 'see', 'go', 'fuck', 'u']",love
"['leave', 'ipod', 'car', 'warm']",worry
"['juicystar007', 'ahhh', 'im', 'blogtv', 'wait', 'room']",worry
"['trillian711', 'account', 'local', 'comic', 'store', 'run', '4k', 'one', 'time']",sadness
"['amaz', 'hollyoak', 'poor', 'warren', 'lmao']",sadness
"['francaiskitti', 'miss', 'rollerblad', 'shorelin']",neutral
"['szsz', 'wow', 'share', 'long', 'list']",surprise
"['love', 'brother', 'miss', 'see', 'tomorrow', 'rock']",love
"['want', 'go', 'see', 'drag', 'hell', 'tonight', 'one', 'go']",worry
"['backseatgoodby', 'awwthat', 'bummer']",sadness
"['doesnt', 'feel', 'well', 'derek', 'wont', 'get', 'medicin']",worry
"['chris_pinkappl', 'much', 'weekend', 'knox', 'short', 'amp', 'definit', 'must', 'get', 'garden', 'wee', 'bite', 'neglect']",empty
"['nextman305', 'wish', 'nah', 'babe', 'back', 'home', 'atl']",sadness
"['think', 'may', 'ruin', 'friendship', 'week', 'get', 'carri', 'away']",worry
"['miss', 'shotgun', 'match', 'guilt', 'go', 'store', 'wife']",sadness
"['give', 'everyon', 'cat', 'use', 'castledynamicproxy2', '3', '4', 'depend', 'need', 'differ', 'version', 'dynproxy2']",worry
"['ladyredcrest', 'miss_hazi', 'safe', 'trip', 'indi', 'home']",happiness
"['snoozen', 'think', 'ill', 'home', 'want', 'next', 'week', 'work', 'book', 'forseeabl']",sadness
"['marialuvsu', 'guess', 'ill', 'never', 'sad', 'thing', 'u', 'didnt', 'put', 'altern', 'email', 'caus', 'u', 'dont', 'rememb', 'ur', 'secret']",worry
"['omoli', 'girl', 'buy', 'amp', 'post', 'pressi', 'tomorrow', 'fuck', 'clue', 'get', 'im', 'sorri', 'hate']",worry
"['im', 'soooo', 'bore', 'fuckin', 'get', 'new', 'phone', 'call', 'man', 'hes', 'busi', 'one', 'els', 'bore']",sadness
"['cousin', 'wake']",neutral
"['paulatool', 'sorri', 'wasnt', 'invitingal', 'singl', 'women', 'think']",worry
"['drive', 'tweeti', 'crazi', 'miss', 'big', 'blue', 'select', 'tweet', 'highlight', 'cant', 'tell', 'tweet', 'select', 'anymor']",sadness
"['xcourtneylisax', 'well', 'realli', 'cant', 'beliv', 'xxx']",surprise
"['dougiemcfli', 'your', 'alway', 'awesom', 'dougi', 'great', 'gig', 'tonight', 'wish', 'love', 'thank', 'yesterday']",love
"['brittani', 'move']",worry
"['hollay', 'hate']",hate
"['dont', 'wan', 'na', 'singl', 'rest', 'life']",worry
"['mom', 'way', 'home', 'yay', 'mother', 'son', 'day', 'even', 'buy', 'new', 'shoe', 'haha']",worry
"['enithhernandez', 'apolog', 'trollcat', 'crap', 'misunderstand', 'concept']",neutral
"['lucylumcfli', 'thhaank', 'wish']",love
"['papercak', 'hate', 'happen', 'hope', 'figur', 'soon']",sadness
"['bore', 'cant', 'go', 'habbo', 'stupid', 'ban']",worry
"['swtcupcak', 'sure', 'didnt', 'say', '2', 'big', 'jst', 'saw', 'pic', 'u', 'ur', 'last', 'bday', 'look', 'pretti', 'miss']",love
"['gemma_rigbi', 'well', 'neck', 'hurt', 'move', 'massag', 'massag', 'u', 'lol']",happiness
"['dress', 'shower', 'cleanshaven', 'nowher', 'go', 'friday', 'night']",neutral
"['shangstav', 'ill', 'come', 'shop', 'like', 'hour', 'need', 'get', 'pedicur', 'dont', 'time', 'today', 'probabl', 'next', 'week', 'tho']",neutral
"['fight', 'jere', 'death', 'avoid', 'wet', 'willi', 'get', 'anyway', 'q', 'come', 'bike', 'ride']",sadness
"['jadeskylar', 'oh', 'cool', 'im', 'go', 'like', 'bunchh', 'jb', 'show', 'summer', 'break', 'though', 'haha']",fun
"['katrchrdsn', 'without', 'whip', 'top', 'shortcak', 'shortcakefail']",sadness
"['fuck', 'sleep']",anger
"['ineska', 'awwww', 'make', 'realiz', 'take', 'bulletin', 'board', 'there', 'mani', 'memori']",surprise
"['feel', 'sinus', 'headach', 'brew', 'cant', 'take', 'drug']",worry
"['dougiemcfli', 'good', 'show', 'guy', 'wish', 'could', 'see']",happiness
"['goodnight', 'ipod', 'still', 'find', 'old', 'mp3', 'playerwel', 'see', 'long', 'hold', 'xxx']",worry
"['im', 'work', 'ugghhhhh', 'someon', 'save']",worry
"['dont', 'wan', 'na', 'miss', 'laker', 'game', 'tonight', 'im', 'sad']",sadness
"['eric_extaci', 'lol', 'know', 'eric', 'wont', 'delet', 'peopl', 'dont', 'realli', 'know', 'never', 'talk', 'band']",relief
"['gloomi', 'day', 'occali']",worry
"['ubringmejoi', 'speak', 'yesterday', 'u', 'didnt', 'respond', 'girl', 'wassup', 'though']",worry
"['wish', 'live', 'closer', 'girl', 'im', 'tryna', 'chill', 'friday', 'night', 'winonapatron', 'next', 'weekeeend', 'drink', 'day', 'night']",worry
"['mia423', 'sleep', 'sleep', '8am', 'know', '3', 'kid']",worry
"['mitaliandm', 'thank', 'tri']",relief
"['feel', 'sick']",worry
"['stupid', 'playstat', 'stupid', 'control', 'dont', 'work', 'cant', 'play', 'kingdom', 'heart']",hate
"['krooyakk', 'think', 'ur', 'go', 'somewher', 'that', 'didnt', 'invitw', 'u']",sadness
"['oxemalieexo', 'awwwwwwwwww', 'okay', 'miss', 'bullet', 'concert', 'toronto', 'last', 'summer', 'caus', 'get']",worry
"['akt', 'mean', 'your', 'leav']",neutral
['sell'],neutral
"['head', 'graduat', 'like', 'thisoh', 'nickil', 'look']",sadness
"['go', 'shower', 'ffaf', 'fuck', 'distraaaaact']",worry
"['whod', 'think', 'wallac', 'amp', 'gromit', 'team', 'behind', 'monkey', 'island', 'could', 'combin', 'disastr']",neutral
"['havent', 'use', 'twitter', 'awhil', 'bgt', 'draw', 'summer', 'final']",love
"['ugh', 'blister', 'big', 'toe', 'leg', 'shoulder', 'raw', 'shit', 'life', 'suck', 'right']",hate
"['trader', 'joe', 'quotsushiquot', 'fail']",empty
"['kelseyj_xo', 'hey', 'chick', 'u', 'alryt', 'u', 'dad', 'tmoro', 'sud', 'sumin', 'aen', 'like', 'last', 'week', 'neva', 'dun', 'oot', 'week', 'lol', 'miss', 'ha', 'bye', 'hun', 'xxx']",happiness
